task,cost
0,36.19
1,13.15
2,11.37
3,22.51
4,12.6
5,16.71
6,26.89
7,39.94
8,26.87
9,52.14
10,18.18
11,35.94
12,49.88
13,37.31
14,34.84
15,37.33
16,49.66
17,35.15
18,26.11
19,30.34
20,19.37
21,24.95
22,19.16
23,35.74
24,23.0
25,9.88
26,56.56
27,24.81
28,21.49
29,19.07
30,14.29
31,25.19
32,38.43
33,36.32
34,43.13
35,12.88
36,26.25
37,16.59
38,20.11
39,30.57
40,12.75
41,15.6
42,11.31
43,19.29
44,33.66
45,20.18
46,20.71
47,51.74
48,33.19
49,49.1
50,49.53
51,37.75
52,44.38
53,40.53
54,24.06
55,37.09
56,36.54
57,34.3
58,29.09
59,33.89
60,46.03
61,44.47
62,14.68
63,36.11
64,30.38
65,15.49
66,26.28
67,59.55
68,18.42
69,22.44
