task,cost
0,21.93
1,19.16
2,19.51
3,31.01
4,16.5
5,42.44
6,14.04
7,35.03
8,24.55
9,20.52
10,24.67
11,23.71
12,25.85
13,30.26
14,40.56
15,30.84
16,18.57
17,8.49
18,32.46
19,30.43
20,49.92
21,39.77
22,25.36
23,14.84
24,30.46
25,37.9
26,32.72
27,33.37
28,13.06
29,28.95
30,15.89
31,28.2
32,43.1
33,27.19
34,29.48
35,56.17
36,24.51
37,23.98
38,27.59
39,47.24
40,19.14
41,19.71
42,15.56
43,34.49
44,40.4
45,17.16
46,24.77
47,33.76
48,25.96
49,10.59
50,24.55
51,10.21
52,18.48
53,33.4
54,22.18
55,38.94
56,20.2
57,19.39
58,45.25
59,53.02
60,14.43
61,47.69
62,49.82
63,40.62
64,45.22
65,32.45
66,29.25
67,48.45
68,20.18
69,54.3
