task,cost
0,38.25
1,27.93
2,16.97
3,25.2
4,48.51
5,45.06
6,9.49
7,21.43
8,33.48
9,28.1
10,41.79
11,38.63
12,35.32
13,11.47
14,44.94
15,19.36
16,17.63
17,24.0
18,31.74
19,58.0
20,16.57
21,50.93
22,8.04
23,21.61
24,23.66
25,9.65
26,10.52
27,41.75
28,37.27
29,32.92
30,45.29
31,19.41
32,31.07
33,37.66
34,56.95
35,13.78
36,52.58
37,33.16
38,17.39
39,16.62
40,12.9
41,13.99
42,48.25
43,44.71
44,18.25
45,31.34
46,42.46
47,38.28
48,54.65
49,42.57
50,35.83
51,12.73
52,27.8
53,24.12
54,15.07
55,37.9
56,35.42
57,14.87
58,23.9
59,24.86
60,24.58
61,24.7
62,48.51
63,12.82
64,11.79
65,19.66
66,38.36
67,17.3
68,19.92
69,31.23
