task,cost
0,29.34
1,55.78
2,43.03
3,44.85
4,35.85
5,19.69
6,11.98
7,27.71
8,36.07
9,27.0
10,17.3
11,12.5
12,27.13
13,29.94
14,15.41
15,23.73
16,34.71
17,7.68
18,43.71
19,20.5
20,52.41
21,38.14
22,25.54
23,26.5
24,43.02
25,44.78
26,30.24
27,28.19
28,32.4
29,20.82
30,34.54
31,36.56
32,21.49
33,12.12
34,24.38
35,47.26
36,49.7
37,55.72
38,13.68
39,49.74
40,29.87
41,23.24
42,12.98
43,54.5
44,11.0
45,22.68
46,13.85
47,32.7
48,30.41
49,31.64
50,49.03
51,24.63
52,35.7
53,30.91
54,33.63
55,26.25
56,23.15
57,44.01
58,13.53
59,42.95
60,35.14
61,42.34
62,45.58
63,16.82
64,11.1
65,24.27
66,25.62
67,18.08
68,47.97
69,49.31
70,16.41
71,33.94
72,44.56
73,15.23
74,59.21
75,31.81
76,16.21
77,30.77
78,18.96
79,41.23
80,39.57
81,30.98
82,15.89
83,37.11
84,19.73
85,33.68
86,38.97
87,20.68
88,31.79
89,22.08
90,16.37
91,31.32
92,29.5
93,21.0
94,38.1
95,32.14
96,17.35
97,48.18
98,29.66
99,29.77
