task,cost
0,36.21
1,55.75
2,18.89
3,49.72
4,10.77
5,22.37
6,22.17
7,35.68
8,46.58
9,21.82
10,26.1
11,32.99
12,48.21
13,35.03
14,56.44
15,25.79
16,9.45
17,19.26
18,11.66
19,46.83
20,30.22
21,38.03
22,43.1
23,40.89
24,32.13
25,42.59
26,29.67
27,36.42
28,23.29
29,46.16
30,9.48
31,20.32
32,35.36
33,27.48
34,30.88
35,14.69
36,39.93
37,19.93
38,38.64
39,37.52
40,29.26
41,14.03
42,30.14
43,56.45
44,11.59
45,10.06
46,21.15
47,28.09
48,39.49
49,38.23
50,39.23
51,54.19
52,7.64
53,16.1
54,26.69
55,22.14
56,46.11
57,22.66
58,31.74
59,28.29
60,22.65
61,17.73
62,35.55
63,41.81
64,40.11
65,25.11
66,26.59
67,20.22
68,56.11
69,36.75
70,14.73
71,19.68
72,11.67
73,34.72
74,33.64
75,39.29
76,23.28
77,52.15
78,34.09
79,58.44
80,20.98
81,23.67
82,48.04
83,45.38
84,49.49
85,39.81
86,21.23
87,42.81
88,46.9
89,8.34
