task,cost
0,26.73
1,13.28
2,17.92
3,39.54
4,30.37
5,37.93
6,17.38
7,43.67
8,11.11
9,34.82
10,48.95
11,27.09
12,34.96
13,36.59
14,22.44
15,32.74
16,25.68
17,26.98
18,18.16
19,19.61
20,17.96
21,29.9
22,45.5
23,36.37
24,28.26
25,18.92
26,45.01
27,17.11
28,14.6
29,41.89
30,12.53
31,40.48
32,46.05
33,49.69
34,11.92
35,20.32
36,24.01
37,32.28
38,36.47
39,48.32
40,26.8
41,17.93
42,33.78
43,23.43
44,32.16
45,37.25
46,29.23
47,14.99
48,41.85
49,24.97
50,50.19
51,20.91
52,52.07
53,17.2
54,32.83
55,27.04
56,34.42
57,42.73
58,16.64
59,36.02
60,47.85
61,12.76
62,35.35
63,52.49
64,51.13
65,30.92
66,23.58
67,18.88
68,15.42
69,18.27
