task,cost
0,10.4
1,38.03
2,11.35
3,39.91
4,17.58
5,31.18
6,12.46
7,58.82
8,42.24
9,19.77
10,18.76
11,20.09
12,12.63
13,39.08
14,10.96
15,20.91
16,34.8
17,33.36
18,9.97
19,45.0
20,37.9
21,57.1
22,39.19
23,36.09
24,27.95
25,25.15
26,15.65
27,21.72
28,27.78
29,49.05
30,24.92
31,17.98
32,16.96
33,25.25
34,36.95
35,29.74
36,39.47
37,53.84
38,29.96
39,37.39
40,27.92
41,18.7
42,48.2
43,12.86
44,18.41
45,29.07
46,34.4
47,24.29
48,10.67
49,37.86
50,48.69
51,26.49
52,36.82
53,29.58
54,48.27
55,18.01
56,30.71
57,18.76
58,47.1
59,12.62
