task,cost
0,21.03
1,41.22
2,44.89
3,20.62
4,19.67
5,10.21
6,28.03
7,9.94
8,7.52
9,15.59
10,10.73
11,14.46
12,51.99
13,14.5
14,39.53
15,19.03
16,45.95
17,34.47
18,24.38
19,11.95
20,17.16
21,49.26
22,56.2
23,30.73
24,18.47
25,21.47
26,13.89
27,30.5
28,17.0
29,18.5
30,13.1
31,35.85
32,15.9
33,20.48
34,23.77
35,43.9
36,14.11
37,33.87
38,50.47
39,31.68
40,12.26
41,49.14
42,55.65
43,54.65
44,17.08
45,26.17
46,15.59
47,28.53
48,45.25
49,36.87
50,30.44
51,12.66
52,14.85
53,39.0
54,33.52
55,23.39
56,38.99
57,45.7
58,18.68
59,46.26
60,38.87
61,12.79
62,28.43
63,33.85
64,32.95
65,28.5
66,34.62
67,31.29
68,44.71
69,44.49
70,23.93
71,33.36
72,45.95
73,41.27
74,22.46
75,34.0
76,36.15
77,31.93
78,18.69
79,47.66
80,42.82
81,15.36
82,46.56
83,51.62
84,31.81
85,9.61
86,49.08
87,30.34
88,25.52
89,32.3
