src,dst,comm
0,8,5
0,39,5
0,42,3
0,41,6
1,33,8
2,37,1
2,10,4
2,9,10
3,32,8
3,23,5
4,15,2
4,35,9
4,49,8
4,41,3
5,35,9
6,37,10
7,34,3
7,12,6
7,38,4
7,22,3
8,46,1
8,21,7
8,45,2
8,22,5
9,34,7
9,38,10
9,39,4
10,22,2
10,20,3
11,33,2
11,35,8
11,29,8
11,24,7
12,24,1
12,37,2
13,40,3
14,34,7
15,30,2
16,46,9
16,48,10
17,22,2
18,24,6
19,37,8
19,24,10
19,25,6
19,22,4
20,49,8
20,25,2
20,43,8
20,35,2
21,25,4
21,44,8
22,40,4
22,29,7
22,34,4
22,30,9
23,39,7
23,46,9
24,49,5
24,46,9
25,48,2
25,45,8
25,30,5
25,44,5
26,32,5
26,38,2
27,35,10
28,32,2
28,48,4
28,41,6
29,46,10
29,41,7
29,33,3
30,34,4
30,38,4
31,36,5
31,44,7
32,42,5
32,45,7
32,39,10
33,48,1
33,38,2
33,46,2
34,37,6
34,41,5
34,46,5
35,46,9
35,45,6
35,42,6
35,38,7
36,38,4
37,45,5
37,49,8
37,39,6
38,48,9
39,44,4
39,48,3
39,47,9
40,44,5
41,42,6
41,49,8
41,47,1
41,43,3
42,46,2
42,43,2
42,44,7
43,47,2
44,45,4
45,47,2
45,48,9
45,49,1
45,46,4
46,49,7
46,48,2
46,47,7
47,48,10
47,49,4
48,49,5
