task,cost
0,29.85
1,39.13
2,25.93
3,22.74
4,17.59
5,48.39
6,26.36
7,38.22
8,41.46
9,36.17
10,34.0
11,18.9
12,17.3
13,46.86
14,17.68
15,43.95
16,22.96
17,40.38
18,18.01
19,10.85
20,48.62
21,42.43
22,14.67
23,26.75
24,56.1
25,35.29
26,32.28
27,13.02
28,30.88
29,41.43
30,42.73
31,35.46
32,46.09
33,46.57
34,19.22
35,29.92
36,57.33
37,28.47
38,21.54
39,9.32
40,36.92
41,60.0
42,39.6
43,9.98
44,32.17
45,21.44
46,11.9
47,27.33
48,48.64
49,29.18
50,25.31
51,36.19
52,19.74
53,57.64
54,24.82
55,18.4
56,13.22
57,35.38
58,32.42
59,18.27
60,20.79
61,24.23
62,52.98
63,10.27
64,34.84
65,49.32
66,28.22
67,22.77
68,38.41
69,10.89
70,33.04
71,22.42
72,23.65
73,49.14
74,49.29
75,9.74
76,22.91
77,12.87
78,40.55
79,34.59
80,31.94
81,19.49
82,18.53
83,12.47
84,41.37
85,22.71
86,19.73
87,30.26
88,15.57
89,56.65
