task,cost
0,24.94
1,10.7
2,27.64
3,21.77
4,10.28
5,34.76
6,24.89
7,28.44
8,41.51
9,12.4
10,9.38
11,41.75
12,12.62
13,26.34
14,26.85
15,18.49
16,39.42
17,28.63
18,21.44
19,21.11
20,40.65
21,26.16
22,22.66
23,23.86
24,24.69
25,27.84
26,44.69
27,26.41
28,17.81
29,48.0
30,43.06
31,52.39
32,21.85
33,22.27
34,41.21
35,24.81
36,19.72
37,22.65
38,11.79
39,8.69
40,26.52
41,28.27
42,42.29
43,32.34
44,35.72
45,40.35
46,16.69
47,8.68
48,40.15
49,39.22
50,43.47
51,52.67
52,55.74
53,27.42
54,12.38
55,11.35
56,28.99
57,15.7
58,49.87
59,17.44
60,35.6
61,20.84
62,27.06
63,32.45
64,34.51
65,23.63
66,34.29
67,16.92
68,23.99
69,24.05
