task,cost
0,40.96
1,29.2
2,55.12
3,10.45
4,52.25
5,13.94
6,15.5
7,20.86
8,31.67
9,33.65
10,13.68
11,21.18
12,37.1
13,30.87
14,55.17
15,28.77
16,59.82
17,37.1
18,39.17
19,18.03
20,14.39
21,22.95
22,30.87
23,35.06
24,50.72
25,18.92
26,44.21
27,13.48
28,46.19
29,46.12
30,20.07
31,23.27
32,23.77
33,18.04
34,41.02
35,45.83
36,25.09
37,28.62
38,41.53
39,12.63
40,25.99
41,33.8
42,23.91
43,28.66
44,18.7
45,50.43
46,51.36
47,16.92
48,31.35
49,44.95
50,47.71
51,33.87
52,50.35
53,26.89
54,29.27
55,28.59
56,58.04
57,45.21
58,34.07
59,28.71
60,47.25
61,34.04
62,15.93
63,34.04
64,42.52
65,9.89
66,26.48
67,13.34
68,56.24
69,48.61
70,31.43
71,34.76
72,21.7
73,34.81
74,7.95
75,35.72
76,19.63
77,20.05
78,36.65
79,39.97
