task,cost
0,27.37
1,30.36
2,18.87
3,13.57
4,15.84
5,28.63
6,48.95
7,26.97
8,45.78
9,30.14
10,43.17
11,33.34
12,19.55
13,44.63
14,41.06
15,14.19
16,8.41
17,44.94
18,15.27
19,27.04
20,49.29
21,24.31
22,20.75
23,33.13
24,19.13
25,38.64
26,24.19
27,32.9
28,35.94
29,25.41
30,13.75
31,40.8
32,9.2
33,20.44
34,46.09
35,13.17
36,27.71
37,22.79
38,22.92
39,22.32
40,18.27
41,43.08
42,14.0
43,13.5
44,52.99
45,20.4
46,41.63
47,13.5
48,31.7
49,28.31
50,24.96
51,27.99
52,43.67
53,44.69
54,23.0
55,32.57
56,16.4
57,31.9
58,17.78
59,12.04
60,16.91
61,13.99
62,15.44
63,29.88
64,40.84
65,48.54
66,15.46
67,38.97
68,24.88
69,27.22
70,19.72
71,29.87
72,39.1
73,23.76
74,31.59
75,49.58
76,39.39
77,15.38
78,21.69
79,31.74
