src,dst,comm
0,10,9
0,17,4
1,8,1
1,42,7
2,18,4
2,75,1
2,57,8
2,38,1
3,30,9
3,42,8
3,11,5
3,37,4
4,59,10
4,75,1
4,56,6
4,42,7
5,12,2
5,25,6
5,49,6
6,40,1
6,66,1
6,76,1
6,23,7
7,51,4
7,33,5
7,18,3
7,8,9
8,47,3
9,65,8
9,28,6
10,61,8
10,19,4
10,27,6
11,55,10
11,52,10
11,67,8
11,33,6
12,54,8
13,56,5
13,59,8
14,18,3
14,46,3
14,76,2
14,74,1
15,77,6
15,63,9
16,52,3
17,76,5
17,50,9
17,22,5
17,65,1
18,61,10
18,37,3
18,70,8
19,46,6
20,66,9
20,72,5
21,78,9
22,37,5
22,63,9
22,75,10
23,54,2
23,78,8
24,56,6
24,31,3
24,62,5
25,36,4
25,51,8
25,56,6
26,57,1
26,65,9
26,66,2
27,79,1
28,79,5
28,36,4
28,68,8
29,66,3
29,55,7
29,57,1
29,77,3
30,79,4
31,60,8
31,57,10
31,39,10
31,38,10
32,71,2
32,65,1
33,52,7
33,36,3
33,46,5
33,62,4
34,45,1
35,46,3
35,72,7
35,69,1
36,77,3
36,53,10
37,40,9
38,61,3
38,79,9
39,48,3
39,71,9
39,57,1
39,65,3
40,79,5
41,58,1
41,67,3
41,54,4
42,52,6
43,53,1
43,45,5
43,48,1
43,67,4
44,58,1
45,62,4
45,50,7
45,55,10
45,51,1
46,56,1
46,54,4
46,72,1
46,49,5
47,72,6
47,59,5
48,49,5
49,76,6
49,74,9
50,79,9
50,51,8
50,57,10
50,75,3
51,73,6
51,77,4
51,53,7
52,63,8
52,62,7
53,65,5
53,60,1
54,64,9
54,78,4
54,71,8
54,56,2
55,56,1
55,79,9
55,59,3
55,61,3
56,75,2
56,74,5
56,57,3
56,65,2
57,70,2
57,65,8
57,75,10
57,69,2
58,77,4
59,61,3
59,77,3
60,78,4
61,66,6
61,79,4
61,75,2
61,69,9
62,63,8
62,78,9
62,77,7
62,71,10
63,66,4
63,73,8
63,67,3
63,79,7
64,65,1
64,68,5
64,67,6
65,76,5
65,71,2
65,66,8
65,72,3
66,69,3
66,73,5
66,67,7
66,70,2
67,78,1
67,71,6
68,75,9
68,78,2
68,71,2
68,69,1
69,74,2
70,78,7
70,79,9
70,77,5
71,73,4
72,75,3
72,73,10
72,74,5
73,79,3
74,78,9
75,76,4
75,79,8
76,79,2
76,78,2
76,77,9
77,78,4
77,79,2
78,79,4
