task,cost
0,14.04
1,23.42
2,45.15
3,44.56
4,32.82
5,34.88
6,21.81
7,37.48
8,23.97
9,55.03
10,35.02
11,26.77
12,21.76
13,31.22
14,13.92
15,46.08
16,23.11
17,45.35
18,36.28
19,27.84
20,29.95
21,49.25
22,46.99
23,20.08
24,41.3
25,18.49
26,14.29
27,51.55
28,13.16
29,48.87
30,29.07
31,29.98
32,38.73
33,25.02
34,28.83
35,21.37
36,40.64
37,18.29
38,41.04
39,18.24
40,41.84
41,28.62
42,26.58
43,23.35
44,20.98
45,52.19
46,42.31
47,42.02
48,30.86
49,44.62
50,14.25
51,59.65
52,21.03
53,23.15
54,14.35
55,58.54
56,17.43
57,38.91
58,20.41
59,32.44
60,35.69
61,34.3
62,40.32
63,9.43
64,38.19
65,27.8
66,24.21
67,36.8
68,33.36
69,25.1
70,22.46
71,34.0
72,19.73
73,34.49
74,58.4
75,26.78
76,31.04
77,35.14
78,9.45
79,14.16
