src,dst,comm
0,21,7
0,16,6
0,33,8
0,19,3
1,49,9
1,10,4
1,43,6
1,21,2
2,10,4
3,8,6
3,32,1
3,19,7
3,41,4
4,16,4
4,8,6
4,10,8
4,38,10
5,42,5
5,47,5
6,16,7
6,34,6
6,40,7
7,49,10
7,32,8
7,8,2
7,46,1
8,29,5
8,25,10
8,38,10
9,47,7
9,28,5
9,18,5
9,11,2
10,43,1
10,42,10
10,35,1
11,35,1
11,38,8
11,24,3
12,36,2
12,32,7
12,30,4
13,43,5
14,49,5
14,48,9
15,41,5
15,21,10
16,21,6
16,46,5
16,35,5
17,48,8
17,49,4
17,18,4
17,24,6
18,25,10
19,29,4
19,22,7
19,32,9
19,30,2
20,36,8
21,31,10
21,38,8
21,32,10
21,43,2
22,40,9
22,46,9
22,41,10
22,47,3
23,28,1
23,49,5
23,37,8
23,25,5
24,44,7
24,49,8
25,48,1
26,48,6
26,45,9
27,28,9
28,36,3
28,33,6
29,39,9
29,34,3
30,46,6
31,38,4
31,49,3
31,32,8
31,35,2
32,44,6
33,49,7
33,38,2
34,36,5
35,48,6
35,43,6
35,39,7
35,42,6
36,42,8
37,41,5
38,39,4
38,43,9
38,42,2
38,45,7
39,46,3
39,40,10
39,44,5
39,43,9
40,49,7
40,46,8
40,45,5
40,48,7
41,47,3
41,46,7
41,45,1
42,47,5
43,49,2
43,45,7
43,48,1
44,49,8
44,45,1
45,47,6
45,48,1
45,49,4
45,46,6
46,48,7
47,49,10
47,48,4
48,49,9
