task,cost
0,22.34
1,11.42
2,52.4
3,31.8
4,32.26
5,26.21
6,25.89
7,14.85
8,40.47
9,58.18
10,50.71
11,41.93
12,34.46
13,39.48
14,31.58
15,33.41
16,13.07
17,48.53
18,14.06
19,59.2
20,22.36
21,16.52
22,37.65
23,16.83
24,29.97
25,12.81
26,26.96
27,16.74
28,42.01
29,43.9
30,28.68
31,23.16
32,17.05
33,23.07
34,9.82
35,40.15
36,24.28
37,17.94
38,34.25
39,25.2
40,33.34
41,32.91
42,24.66
43,41.11
44,56.4
45,11.56
46,21.22
47,8.87
48,32.59
49,41.53
50,43.69
51,37.35
52,10.96
53,34.79
54,14.87
55,14.22
56,26.03
57,20.05
58,60.94
59,20.39
60,49.27
61,35.06
62,15.31
63,22.74
64,47.02
65,18.48
66,31.37
67,31.13
68,21.42
69,15.46
70,39.11
71,17.21
72,19.21
73,11.36
74,23.07
75,25.58
76,31.97
77,18.04
78,31.58
79,29.0
