task,cost
0,17.74
1,41.32
2,20.81
3,15.74
4,16.73
5,35.44
6,37.9
7,24.7
8,52.6
9,23.65
10,21.18
11,20.75
12,50.84
13,11.71
14,43.04
15,13.89
16,26.42
17,17.39
18,11.24
19,30.58
20,23.98
21,24.5
22,31.66
23,13.65
24,43.41
25,53.69
26,11.57
27,18.0
28,23.69
29,38.96
30,11.39
31,51.87
32,37.89
33,14.38
34,10.71
35,46.37
36,18.38
37,14.6
38,19.78
39,31.01
40,37.78
41,20.96
42,21.75
43,9.8
44,32.1
45,45.44
46,14.82
47,54.81
48,20.48
49,42.44
50,27.72
51,44.2
52,22.04
53,39.57
54,30.92
55,46.82
56,19.28
57,23.23
58,28.38
59,25.97
60,47.82
61,11.84
62,23.17
63,12.07
64,20.45
65,55.96
66,30.67
67,14.38
68,35.04
69,33.97
70,35.35
71,23.78
72,53.21
73,26.13
74,26.18
75,37.78
76,20.32
77,14.62
78,50.24
79,19.83
