src,dst,comm
0,41,3
0,66,2
0,62,5
0,29,1
1,86,2
1,54,7
1,46,5
1,5,4
2,61,1
2,42,10
2,60,8
2,82,1
3,14,5
3,88,7
4,42,4
4,74,10
5,6,3
5,35,2
6,47,2
6,56,4
6,20,3
7,58,1
8,39,8
9,66,8
9,20,7
9,36,5
9,84,3
10,79,2
11,80,1
11,68,3
12,15,9
12,85,5
12,33,9
12,38,1
13,49,1
13,14,7
13,21,7
14,25,7
14,89,6
14,39,1
15,21,2
15,71,5
15,24,8
16,88,2
16,87,1
16,65,4
16,43,2
17,27,1
17,50,7
18,75,2
18,77,8
19,32,10
19,38,5
19,72,2
19,80,5
20,72,6
20,65,7
20,73,8
21,32,8
21,64,5
22,83,9
22,76,7
22,85,9
22,54,7
23,68,9
23,77,3
23,59,9
24,31,1
24,54,6
25,43,10
25,89,6
25,62,3
25,54,9
26,47,5
26,33,7
26,77,9
27,38,9
27,28,4
28,81,5
28,41,7
29,66,3
29,61,8
29,71,8
29,57,4
30,87,2
30,31,4
31,40,2
32,55,4
32,81,4
32,73,9
32,78,2
33,53,1
33,81,2
34,83,10
35,58,4
35,82,7
35,39,4
35,62,1
36,73,4
36,65,7
36,55,10
36,40,5
37,45,2
37,87,9
37,71,2
38,66,2
38,44,4
39,68,9
40,77,5
40,58,7
40,48,5
40,59,6
41,73,8
41,82,1
41,52,9
41,80,2
42,79,10
42,62,10
42,60,1
43,79,6
43,52,1
44,45,4
44,84,4
44,54,4
45,64,9
45,63,5
45,83,4
45,70,7
46,59,5
46,65,2
46,71,10
46,63,9
47,63,4
47,68,5
48,51,3
48,88,8
48,66,9
48,53,5
49,76,2
49,53,2
50,80,5
51,76,5
51,86,2
51,63,4
51,55,2
52,66,5
52,69,7
52,80,8
52,61,5
53,77,4
53,71,1
53,81,9
53,75,2
54,89,1
54,79,8
54,56,5
55,56,1
55,88,2
55,85,5
55,61,4
56,80,5
56,68,1
57,60,8
57,80,8
58,84,8
58,66,2
59,81,10
59,75,6
60,81,1
60,71,7
61,86,6
61,77,4
62,87,5
63,86,10
64,76,2
64,78,6
64,72,3
65,87,3
65,88,3
65,80,1
65,79,7
66,67,7
66,80,4
66,82,4
66,81,1
67,82,3
67,84,3
67,77,1
67,89,2
68,75,1
69,80,8
70,79,7
70,73,9
70,85,8
70,72,4
71,79,1
72,80,10
72,79,8
72,74,7
72,77,4
73,86,10
73,83,3
74,80,7
74,76,6
75,86,2
75,83,10
76,81,1
76,77,2
76,80,9
77,84,2
77,82,2
78,82,6
78,89,10
78,86,3
79,80,1
80,81,4
80,85,7
80,87,2
81,83,8
82,84,7
82,89,10
82,86,3
83,89,3
83,86,5
84,85,10
84,87,8
84,86,2
85,88,6
85,87,10
85,89,1
85,86,6
86,87,10
86,88,5
86,89,8
87,88,6
87,89,6
88,89,4
