src,dst,comm
0,17,4
0,46,4
1,18,3
1,47,9
1,48,7
1,60,6
2,30,3
2,4,4
2,27,10
2,32,6
3,16,3
3,55,4
4,58,6
4,14,5
4,57,5
4,47,5
5,31,10
6,28,9
6,69,2
7,35,8
7,30,4
8,18,5
8,10,3
8,51,6
9,28,5
9,60,10
9,30,1
9,13,6
10,47,5
10,41,8
10,56,10
11,30,4
11,12,7
11,59,4
11,34,10
12,36,8
13,33,1
13,18,4
14,65,1
14,17,10
14,55,2
14,45,5
15,23,1
15,30,6
15,52,4
15,22,10
16,44,2
16,35,2
16,22,9
16,65,2
17,65,8
17,42,6
17,66,9
17,22,5
18,38,3
19,29,8
20,26,10
21,33,9
21,60,3
22,25,4
22,59,5
23,62,10
24,60,6
24,51,6
24,66,6
24,46,4
25,33,4
26,51,7
26,44,4
26,58,1
26,67,2
27,57,5
27,40,4
28,55,8
29,64,6
29,43,10
29,54,10
30,39,9
30,35,1
31,58,9
31,40,6
32,66,2
33,43,8
33,58,6
34,50,9
35,57,10
36,63,5
36,59,7
36,57,2
36,38,6
37,60,9
37,65,1
37,42,10
38,51,9
38,41,4
38,60,7
39,62,6
39,41,7
39,42,6
39,68,4
40,48,1
40,57,5
40,54,9
40,68,6
41,50,10
42,65,8
42,59,9
42,48,6
43,65,10
43,46,8
43,68,7
43,51,10
44,53,9
45,58,8
45,57,6
46,64,1
47,57,1
47,55,9
47,68,8
47,58,7
48,54,3
48,62,10
49,52,10
49,51,8
50,55,4
51,62,10
52,54,8
53,65,7
53,54,10
54,63,3
54,64,6
54,58,6
54,62,9
55,65,4
55,56,1
55,63,5
55,67,7
56,60,2
56,59,9
56,63,3
56,62,1
57,69,9
57,58,7
57,59,10
58,67,10
58,69,3
58,66,3
58,62,5
59,66,7
59,60,2
60,61,10
61,64,3
61,66,10
61,67,8
62,67,6
62,63,8
63,66,2
63,68,8
64,67,1
64,66,6
64,65,2
64,68,6
65,68,9
66,69,8
67,69,3
68,69,7
