task,cost
0,34.78
1,60.12
2,20.43
3,19.93
4,10.08
5,35.87
6,47.02
7,34.68
8,31.45
9,54.32
10,15.02
11,21.99
12,35.28
13,34.34
14,59.93
15,20.21
16,39.79
17,24.48
18,54.7
19,10.29
20,31.58
21,47.8
22,32.36
23,21.34
24,25.42
25,15.55
26,49.73
27,27.94
28,24.6
29,32.3
30,40.1
31,27.25
32,39.03
33,45.07
34,25.7
35,40.82
36,32.88
37,19.33
38,36.1
39,12.9
40,8.39
41,40.94
42,32.68
43,21.43
44,29.92
45,26.35
46,48.97
47,15.89
48,47.7
49,47.29
50,43.19
51,29.7
52,17.81
53,13.35
54,43.85
55,13.53
56,49.38
57,33.83
58,14.91
59,12.29
60,23.01
61,21.77
62,40.13
63,11.29
64,33.22
65,56.28
66,27.81
67,35.1
68,23.92
69,12.42
70,33.71
71,29.34
72,29.13
73,14.29
74,60.82
75,50.62
76,46.7
77,37.98
78,54.23
79,44.49
80,18.03
81,21.88
82,16.28
83,27.57
84,13.26
85,49.62
86,15.02
87,20.7
88,38.54
89,22.89
