src,dst,comm
0,12,4
0,27,1
1,3,6
2,10,9
2,3,1
2,19,6
2,23,10
3,8,10
3,12,6
3,26,6
4,7,7
4,6,8
4,5,2
5,29,9
5,19,8
5,8,7
6,17,1
6,10,5
7,17,4
7,18,6
7,29,10
7,16,9
8,28,4
8,29,1
8,22,3
9,15,1
9,10,9
9,14,9
10,24,9
11,19,7
12,26,10
12,22,3
12,28,7
12,18,4
13,18,5
13,14,5
14,28,1
15,24,9
15,20,4
15,16,4
16,20,7
16,17,7
16,18,6
17,24,10
17,28,6
17,18,4
17,23,10
18,28,7
19,28,4
19,23,7
19,27,8
19,29,4
20,23,3
21,29,7
21,24,6
22,25,5
22,23,3
23,25,2
24,28,3
24,27,1
25,29,9
26,29,4
26,27,9
26,28,5
27,28,10
27,29,7
28,29,1
