task,cost
0,12.86
1,50.56
2,20.96
3,24.59
4,27.14
5,33.7
6,36.82
7,42.37
8,46.29
9,40.97
10,34.14
11,27.76
12,11.28
13,44.55
14,33.5
15,22.07
16,31.13
17,16.99
18,29.51
19,25.67
20,30.85
21,42.83
22,33.41
23,31.95
24,29.23
25,17.56
26,53.44
27,38.46
28,11.42
29,57.77
30,37.91
31,37.21
32,30.73
33,53.69
34,24.67
35,37.06
36,21.34
37,46.7
38,19.18
39,23.68
40,38.85
41,37.03
42,18.41
43,27.75
44,36.0
45,19.03
46,19.15
47,34.79
48,25.81
49,18.94
50,15.06
51,43.11
52,27.11
53,12.56
54,55.82
55,10.3
56,21.51
57,41.45
58,33.67
59,34.97
