src,dst,comm
0,17,5
1,3,7
1,18,5
1,50,4
2,9,5
2,34,4
3,49,8
3,19,2
3,10,5
4,13,7
5,16,1
5,37,7
5,19,4
6,25,10
6,13,6
6,30,7
6,21,10
7,17,7
7,12,9
7,40,5
8,44,9
8,41,1
8,42,9
8,36,9
9,14,5
9,34,8
9,53,1
10,52,9
10,44,4
10,20,5
10,26,7
11,49,9
12,28,10
12,57,7
12,42,9
13,36,7
13,59,6
14,58,7
14,19,10
14,51,4
15,46,7
15,52,5
16,40,9
16,45,3
16,38,6
17,46,2
17,54,6
17,40,9
17,30,6
18,42,9
18,34,6
18,40,6
19,27,7
19,35,2
19,51,7
20,50,8
20,40,2
21,39,4
21,36,3
21,54,1
21,51,9
22,35,10
22,25,9
23,32,1
23,34,8
24,49,2
24,31,7
25,38,6
25,54,9
25,36,10
26,49,3
27,40,9
27,39,8
27,29,8
28,53,1
28,51,3
29,58,1
30,34,4
30,43,10
30,54,9
31,34,1
31,43,2
31,41,5
31,50,10
32,40,9
32,58,7
32,38,3
33,44,5
33,49,8
33,51,2
33,37,5
34,57,7
34,56,9
34,39,4
34,38,1
35,37,4
35,39,2
35,49,5
36,47,9
36,55,3
36,41,8
37,58,9
37,40,7
37,51,7
38,59,8
38,48,5
38,53,1
38,43,9
39,59,1
39,44,4
40,52,4
40,44,4
41,51,7
42,45,8
42,47,10
43,57,8
44,59,3
44,58,2
44,54,5
45,55,5
45,49,9
46,55,3
47,59,1
47,50,8
47,55,8
48,50,10
48,58,2
49,58,8
49,55,1
49,59,3
49,54,7
50,56,7
50,57,10
50,58,3
50,51,4
51,54,10
51,53,8
51,55,2
51,52,5
52,59,10
52,54,2
52,53,6
52,57,4
53,58,6
53,59,10
53,55,8
53,57,10
54,56,7
55,59,2
55,56,6
56,58,4
56,59,5
56,57,10
57,59,1
58,59,4
