task,cost
0,14.36
1,40.42
2,21.95
3,45.63
4,14.58
5,27.22
6,17.24
7,40.45
8,12.33
9,24.61
10,15.42
11,24.22
12,36.99
13,17.92
14,39.11
15,40.64
16,42.8
17,19.88
18,40.4
19,20.71
20,25.8
21,47.18
22,51.78
23,43.84
24,13.14
25,16.23
26,31.63
27,35.04
28,47.21
29,21.46
30,25.17
31,39.98
32,9.52
33,13.77
34,19.65
35,29.16
36,32.31
37,43.48
38,31.22
39,48.52
40,12.11
41,37.02
42,45.33
43,23.53
44,32.93
45,19.76
46,42.63
47,21.5
48,37.81
49,13.39
50,47.17
51,15.04
52,18.96
53,44.67
54,29.19
55,51.17
56,50.82
57,24.34
58,21.45
59,15.95
60,12.94
61,34.54
62,17.32
63,42.11
64,14.97
65,40.46
66,20.28
67,44.9
68,25.7
69,19.78
70,35.07
71,18.92
72,42.22
73,38.46
74,30.96
75,25.26
76,50.32
77,13.42
78,32.18
79,22.19
