src,dst,comm
0,17,10
0,20,7
0,24,8
1,10,1
2,38,1
2,11,1
2,65,8
2,8,8
3,9,5
3,5,4
3,45,2
3,56,6
4,61,7
5,14,8
5,75,5
5,64,2
5,29,2
6,37,9
7,40,4
7,63,5
8,20,2
8,13,8
8,73,1
9,34,4
9,73,10
9,33,5
9,67,5
10,45,2
11,35,6
12,19,10
12,32,6
12,17,5
12,68,10
13,33,6
13,64,7
13,36,2
14,22,1
14,61,1
15,47,1
15,74,4
15,58,10
16,61,5
17,61,4
17,60,4
17,78,1
17,63,6
18,28,2
18,53,5
18,71,3
18,48,6
19,64,3
19,21,9
19,78,9
20,33,2
20,54,7
21,49,6
22,64,2
22,79,10
22,73,6
23,33,3
24,28,4
24,25,2
24,75,10
24,69,5
25,42,3
25,48,10
25,60,6
25,58,7
26,79,10
26,68,9
27,49,3
27,39,9
27,33,5
28,78,9
28,71,10
28,79,4
28,29,5
29,30,6
29,50,6
30,71,7
30,48,2
31,55,8
31,39,8
31,72,3
31,41,10
32,71,5
32,54,1
33,76,3
33,69,9
34,78,2
34,74,9
34,41,8
35,79,9
36,64,10
36,56,5
36,74,2
37,69,4
38,68,6
38,50,5
38,57,5
38,55,6
39,47,5
39,43,6
39,51,1
39,60,3
40,71,2
40,62,8
41,73,3
41,60,5
41,47,7
41,76,9
42,47,5
42,71,3
43,47,3
43,72,2
43,45,10
43,48,6
44,73,1
44,54,6
44,79,6
44,72,2
45,71,4
45,74,9
45,59,2
45,68,4
46,72,4
46,60,5
46,67,10
47,69,4
47,71,6
47,50,4
48,56,5
49,59,8
49,63,10
50,79,9
50,61,2
50,69,2
50,77,5
51,53,9
51,52,10
51,58,2
52,54,6
53,60,4
53,56,1
53,78,5
54,55,9
54,62,3
55,62,6
55,69,10
55,66,10
56,72,2
56,74,2
56,71,2
57,72,3
57,79,2
57,75,6
58,70,7
58,77,5
59,73,7
60,77,5
60,76,2
60,71,10
60,79,7
61,78,8
61,66,10
61,65,10
62,75,6
63,67,3
63,65,3
64,76,7
65,69,5
65,76,4
65,66,5
66,72,1
66,69,7
66,75,6
66,76,8
67,74,6
68,78,1
68,74,2
69,74,1
69,78,8
70,79,5
71,76,6
71,77,6
71,74,7
71,75,4
72,76,8
72,78,7
72,79,9
72,77,3
73,74,6
73,76,2
73,78,1
73,75,8
74,75,1
74,76,5
74,78,9
74,77,1
75,76,2
76,77,9
76,79,10
76,78,5
77,79,6
78,79,2
