task,cost
0,12.71
1,12.35
2,55.86
3,23.16
4,31.06
5,38.04
6,21.54
7,33.99
8,20.07
9,38.57
10,15.79
11,17.96
12,18.62
13,7.81
14,18.97
15,52.97
16,18.64
17,30.55
18,33.82
19,27.5
20,43.73
21,26.1
22,39.81
23,25.49
24,37.06
25,51.53
26,32.39
27,10.68
28,24.2
29,33.78
30,22.55
31,38.05
32,10.05
33,13.97
34,16.28
35,14.05
36,18.43
37,52.94
38,20.14
39,23.23
40,32.24
41,38.85
42,9.36
43,11.78
44,23.13
45,46.17
46,33.8
47,40.76
48,20.91
49,60.61
50,29.83
51,26.75
52,8.0
53,46.87
54,41.45
55,35.95
56,48.82
57,17.99
58,39.5
59,15.06
60,23.24
61,26.52
62,33.66
63,12.54
64,21.83
65,22.82
66,31.84
67,47.31
68,16.6
69,35.07
70,20.8
71,21.24
72,10.96
73,24.26
74,12.22
75,32.26
76,51.36
77,12.7
78,29.11
79,16.05
