src,dst,comm
0,25,7
0,6,7
0,24,6
1,33,8
2,20,6
3,24,9
3,21,3
3,6,9
4,21,10
5,59,1
5,15,9
5,58,3
5,12,3
6,48,9
7,13,3
8,45,1
8,39,8
8,20,2
9,53,5
9,12,7
9,37,10
10,13,7
10,43,5
10,52,10
10,56,5
11,29,7
11,25,6
11,55,10
11,37,5
12,35,7
12,24,9
12,28,10
12,40,5
13,43,1
13,38,3
13,49,3
13,15,5
14,27,9
14,45,2
14,34,2
15,17,6
15,29,10
16,19,10
16,57,8
16,59,5
17,33,8
17,28,7
17,42,7
18,27,3
19,29,6
19,47,5
20,51,6
21,41,2
21,49,1
22,54,9
22,32,3
22,41,5
22,51,1
23,59,8
24,53,6
25,44,6
25,59,10
25,42,1
26,52,9
26,59,9
27,59,6
27,44,10
27,49,7
28,54,7
28,58,4
29,30,1
29,32,7
30,56,2
31,51,7
31,39,6
31,34,8
32,50,1
32,43,2
32,44,1
33,39,1
34,39,5
35,59,9
35,38,4
35,51,4
35,50,7
36,51,5
36,42,7
36,56,9
37,44,7
37,52,6
37,53,7
38,59,10
38,40,2
38,41,7
38,45,10
39,53,3
39,45,3
40,43,5
41,47,1
41,44,1
41,48,2
42,57,6
43,55,5
44,58,7
44,50,2
44,57,10
45,56,4
45,55,2
45,52,5
46,56,10
46,48,8
46,47,4
47,54,7
47,57,6
47,50,6
48,54,4
48,49,4
48,52,6
49,53,9
49,56,8
50,57,5
50,54,1
50,53,2
50,55,8
51,53,2
52,57,5
52,59,4
52,53,4
52,56,8
53,57,5
54,57,5
54,56,7
54,55,3
55,59,2
56,59,7
57,59,5
57,58,3
58,59,4
