task,cost
0,51.43
1,43.12
2,34.27
3,41.96
4,48.18
5,38.08
6,25.33
7,32.96
8,21.94
9,38.93
10,32.08
11,43.67
12,14.73
13,18.59
14,10.0
15,27.45
16,21.44
17,21.77
18,43.07
19,10.15
20,15.13
21,36.26
22,37.72
23,25.51
24,48.65
25,17.57
26,17.19
27,13.35
28,11.21
29,27.5
30,12.5
31,13.34
32,35.31
33,33.07
34,49.85
35,56.3
36,23.08
37,40.91
38,20.53
39,17.75
40,20.16
41,29.72
42,17.1
43,52.78
44,22.16
45,21.48
46,32.0
47,24.58
48,48.05
49,47.14
50,14.82
51,45.07
52,22.35
53,21.11
54,29.61
55,25.95
56,32.73
57,47.01
58,40.18
59,20.27
60,10.27
61,48.03
62,24.39
63,34.64
64,52.63
65,22.07
66,39.18
67,18.46
68,28.84
69,42.25
70,45.09
71,19.9
72,51.72
73,9.75
74,12.53
75,36.23
76,38.69
77,27.86
78,14.9
79,21.98
80,32.4
81,31.68
82,44.75
83,24.31
84,48.85
85,22.53
86,49.86
87,8.75
88,19.36
89,28.59
