task,cost
0,23.83
1,37.51
2,44.62
3,18.13
4,46.5
5,25.93
6,27.71
7,44.63
8,26.1
9,45.82
10,24.55
11,54.64
12,15.84
13,19.65
14,37.96
15,45.54
16,27.24
17,20.6
18,15.92
19,38.35
20,46.08
21,41.0
22,21.9
23,17.95
24,42.52
25,32.47
26,39.56
27,27.35
28,41.93
29,42.98
30,37.81
31,44.67
32,21.0
33,12.34
34,17.44
35,24.85
36,23.18
37,22.23
38,39.36
39,28.95
40,34.58
41,44.24
42,27.16
43,22.54
44,38.22
45,44.71
46,13.89
47,11.2
48,54.3
49,38.45
50,42.46
51,26.86
52,23.23
53,44.83
54,31.72
55,16.1
56,30.26
57,18.03
58,26.1
59,40.24
60,39.99
61,27.94
62,40.47
63,13.06
64,48.27
65,33.31
66,17.76
67,19.51
68,9.25
69,49.49
