task,cost
0,30.91
1,32.89
2,11.01
3,38.23
4,44.77
5,40.32
6,26.29
7,24.3
8,30.58
9,47.79
10,13.67
11,11.14
12,27.28
13,18.06
14,40.97
15,16.24
16,45.09
17,26.07
18,14.16
19,28.87
20,40.65
21,17.6
22,10.68
23,48.17
24,42.51
25,26.94
26,58.1
27,33.92
28,58.83
29,16.7
30,39.75
31,16.95
32,41.77
33,21.33
34,36.97
35,34.18
36,45.95
37,43.99
38,20.93
39,29.82
40,14.11
41,21.25
42,57.4
43,15.8
44,40.37
45,9.08
46,41.0
47,46.83
48,14.48
49,49.04
50,24.83
51,10.84
52,43.34
53,19.73
54,10.13
55,36.71
56,22.86
57,26.63
58,38.48
59,16.25
60,10.1
61,35.0
62,10.77
63,56.35
64,41.68
65,16.25
66,19.43
67,41.66
68,56.48
69,29.77
