src,dst,comm
0,46,3
0,66,5
0,39,8
0,18,2
1,2,5
2,20,10
2,41,6
3,47,4
3,43,8
4,7,10
4,53,8
4,40,4
4,47,7
5,11,2
5,66,5
5,44,8
5,46,9
6,56,8
6,51,7
7,29,3
7,60,2
7,25,7
7,34,4
8,50,8
9,40,5
9,37,10
9,62,8
9,49,8
10,66,8
10,48,4
10,38,8
11,58,6
11,48,4
11,45,1
12,28,3
13,20,9
14,26,9
14,60,1
14,50,6
15,47,10
15,68,2
15,45,5
15,56,7
16,47,2
17,69,3
17,33,5
17,44,5
18,58,10
18,25,1
18,60,8
18,24,1
19,37,2
20,45,4
21,66,8
22,37,7
23,28,8
23,48,10
23,25,2
24,61,3
24,66,9
25,53,2
25,49,3
26,43,4
26,52,4
27,31,9
27,66,5
28,62,3
28,50,6
29,53,1
29,34,10
30,42,7
30,41,4
31,42,1
31,49,5
31,34,9
31,35,3
32,67,2
32,65,6
32,58,4
33,59,2
33,42,6
33,41,5
33,64,3
34,65,2
34,59,6
34,42,10
34,37,8
35,65,8
35,62,5
36,42,7
36,61,9
36,46,1
37,46,7
37,50,7
38,54,6
39,54,1
39,49,5
39,66,7
40,68,3
40,56,1
40,55,6
41,47,7
41,63,2
41,45,1
42,57,10
42,59,2
43,62,9
43,54,5
44,60,5
44,47,2
44,46,1
44,50,10
45,54,2
45,61,2
45,65,7
45,68,10
46,48,1
46,64,4
46,59,4
46,57,8
47,57,3
47,56,10
47,49,9
48,56,6
49,67,6
49,52,2
49,51,7
50,67,5
50,61,5
51,69,6
51,68,3
51,59,4
52,61,7
52,56,6
52,58,7
53,66,5
53,67,8
53,56,2
54,64,7
54,61,5
55,67,8
55,62,5
55,64,1
55,61,5
56,63,10
56,58,5
56,62,7
56,60,1
57,69,6
57,63,4
57,59,1
57,61,6
58,66,4
58,60,10
59,61,8
59,66,8
59,65,9
60,67,5
60,69,7
61,62,2
62,67,9
62,63,8
63,69,3
63,66,10
64,66,10
64,68,3
65,68,1
65,69,3
65,67,2
65,66,3
66,69,6
66,67,3
66,68,1
67,69,2
67,68,9
68,69,4
