src,dst,comm
0,23,2
1,58,2
1,41,5
1,73,3
1,39,3
2,35,5
3,44,3
3,11,3
4,42,5
5,26,4
5,68,9
6,15,3
6,48,10
6,42,6
7,28,10
7,62,5
7,24,7
8,67,1
8,75,2
8,42,6
9,29,2
10,51,9
10,53,7
10,74,6
10,49,10
11,16,4
12,47,1
12,27,6
12,31,6
12,43,2
13,36,5
14,54,7
15,65,1
16,55,1
16,63,7
17,76,3
18,47,10
18,67,4
19,46,7
19,66,6
20,21,2
21,31,9
21,66,2
21,69,1
21,53,5
22,40,2
23,34,6
23,39,10
23,77,4
24,76,2
25,47,4
26,76,3
26,41,7
27,79,9
28,75,2
28,33,6
28,52,8
29,56,4
30,37,8
30,74,2
30,46,2
31,79,3
31,65,4
32,57,3
32,66,8
33,59,7
33,34,2
33,68,6
34,45,7
34,39,6
35,64,3
35,51,10
36,71,1
36,61,6
36,63,5
37,57,7
38,47,2
39,40,8
39,64,10
40,67,3
40,69,7
40,74,3
40,75,9
41,75,3
41,53,6
42,58,2
42,47,1
42,53,7
43,78,1
43,57,2
43,58,1
44,48,7
44,67,10
45,63,8
45,46,8
45,69,6
46,71,8
46,79,10
47,55,4
47,51,8
48,75,1
48,67,10
49,69,9
49,70,2
50,63,5
50,77,8
51,71,9
51,59,7
51,52,2
51,62,7
52,62,1
52,77,6
52,64,3
52,69,3
53,71,3
53,72,3
53,75,3
54,77,1
54,62,10
54,67,8
55,60,1
55,68,3
56,59,6
56,65,2
56,72,4
56,74,3
57,65,7
57,63,10
58,77,1
59,74,5
59,79,5
59,61,2
59,63,2
60,70,6
60,75,3
60,74,5
60,76,6
61,78,1
61,72,8
62,65,1
62,76,5
62,64,2
63,64,10
63,66,8
64,74,8
65,68,7
66,78,3
66,76,4
66,74,3
67,74,9
67,71,7
68,69,2
68,76,9
68,74,9
69,77,1
69,72,3
69,71,2
69,76,8
70,79,4
71,75,2
71,72,4
71,76,4
71,74,4
72,73,10
72,78,5
72,75,10
73,78,5
73,79,6
73,75,10
74,75,2
74,77,10
74,79,7
75,79,1
75,77,7
75,76,5
76,77,2
76,79,5
76,78,3
77,79,2
77,78,1
78,79,2
