task,cost
0,13.31
1,42.5
2,41.93
3,18.72
4,22.26
5,24.15
6,38.72
7,20.53
8,14.86
9,38.5
10,12.12
11,31.96
12,24.51
13,32.46
14,25.17
15,13.08
16,33.53
17,8.9
18,16.8
19,15.45
20,39.89
21,9.1
22,44.78
23,30.54
24,42.04
25,17.0
26,14.0
27,15.79
28,21.35
29,24.32
30,27.12
31,42.79
32,55.32
33,32.18
34,43.34
35,13.34
36,38.35
37,26.83
38,20.54
39,19.17
40,32.26
41,32.19
42,13.57
43,26.45
44,37.83
45,29.05
46,15.59
47,36.98
48,13.7
49,24.22
50,19.75
51,29.83
52,49.04
53,28.19
54,14.26
55,20.7
56,26.19
57,29.39
58,34.9
59,46.73
60,47.12
61,33.9
62,10.52
63,37.59
64,44.3
65,12.04
66,17.73
67,35.48
68,44.23
69,46.69
70,16.38
71,53.39
72,14.74
73,19.11
74,17.71
75,39.84
76,26.05
77,38.88
78,8.35
79,21.12
80,26.28
81,22.93
82,31.12
83,32.11
84,55.81
85,7.82
86,26.98
87,53.09
88,58.42
89,43.47
