task,cost
0,31.11
1,55.51
2,16.23
3,50.22
4,27.16
5,24.04
6,19.15
7,33.8
8,18.46
9,23.57
10,51.86
11,44.33
12,37.76
13,52.56
14,30.44
15,13.29
16,38.62
17,29.67
18,20.89
19,55.84
20,41.36
21,23.12
22,14.66
23,14.31
24,17.02
25,19.16
26,30.88
27,37.17
28,18.08
29,39.57
30,32.69
31,55.19
32,27.9
33,29.4
34,10.5
35,41.69
36,15.75
37,48.68
38,36.01
39,13.82
40,16.81
41,46.7
42,26.07
43,43.73
44,26.1
45,44.91
46,36.0
47,37.8
48,31.63
49,20.58
50,27.91
51,21.46
52,50.27
53,43.79
54,24.33
55,10.92
56,26.21
57,60.09
58,42.1
59,12.95
60,38.21
61,27.06
62,29.62
63,34.05
64,24.2
65,11.76
66,25.32
67,18.43
68,31.49
69,51.8
70,32.11
71,21.73
72,17.26
73,34.07
74,24.09
75,33.79
76,33.39
77,30.01
78,44.73
79,45.42
