task,cost
0,61.42
1,44.86
2,30.91
3,38.94
4,44.87
5,41.14
6,12.12
7,28.02
8,54.36
9,36.52
10,11.76
11,26.09
12,34.58
13,33.34
14,15.16
15,38.72
16,54.11
17,18.08
18,27.77
19,51.22
20,45.06
21,38.15
22,41.07
23,32.24
24,52.51
25,45.21
26,27.48
27,42.77
28,34.52
29,8.57
30,39.59
31,12.11
32,14.74
33,45.41
34,26.11
35,33.7
36,14.93
37,16.58
38,17.38
39,12.08
40,13.25
41,46.08
42,53.21
43,42.53
44,49.98
45,40.21
46,31.53
47,25.36
48,37.78
49,41.13
50,16.34
51,36.38
52,41.22
53,24.0
54,32.86
55,25.65
56,45.0
57,18.79
58,41.51
59,29.63
60,43.88
61,40.9
62,19.68
63,45.1
64,41.29
65,37.54
66,37.76
67,14.26
68,49.32
69,23.18
70,44.48
71,23.71
72,18.07
73,40.96
74,33.92
75,24.33
76,33.47
77,16.43
78,23.88
79,39.15
