task,cost
0,40.44
1,35.55
2,38.59
3,31.71
4,22.73
5,53.46
6,40.54
7,20.92
8,13.99
9,55.87
10,45.98
11,13.09
12,34.54
13,26.92
14,33.12
15,43.8
16,40.1
17,19.12
18,42.1
19,46.45
20,16.96
21,17.37
22,20.39
23,14.35
24,33.64
25,32.25
26,28.14
27,29.27
28,40.41
29,40.24
30,17.3
31,16.68
32,10.46
33,9.45
34,30.53
35,41.94
36,22.26
37,24.3
38,17.59
39,20.6
40,30.34
41,56.25
42,18.05
43,46.04
44,38.38
45,10.96
46,38.9
47,35.66
48,42.3
49,30.13
50,17.43
51,18.01
52,19.71
53,22.72
54,26.63
55,42.17
56,42.4
57,37.86
58,19.82
59,48.81
60,14.96
61,41.62
62,23.65
63,51.96
64,20.09
65,45.78
66,26.27
67,44.65
68,19.07
69,52.37
70,23.62
71,23.18
72,35.0
73,39.1
74,26.48
75,17.23
76,31.31
77,42.74
78,20.34
79,25.06
80,36.2
81,41.97
82,30.08
83,50.41
84,26.73
85,16.59
86,11.02
87,21.33
88,14.72
89,26.6
