task,cost
0,37.21
1,27.3
2,8.38
3,26.78
4,51.52
5,24.58
6,10.36
7,36.19
8,35.88
9,30.77
10,13.29
11,16.87
12,11.5
13,22.93
14,20.81
15,13.66
16,19.9
17,15.27
18,55.36
19,18.79
20,31.66
21,47.75
22,31.82
23,37.36
24,52.0
25,17.25
26,37.79
27,38.73
28,16.91
29,20.21
30,35.13
31,10.06
32,42.8
33,30.64
34,42.37
35,27.0
36,47.23
37,24.88
38,29.35
39,26.67
40,33.57
41,20.33
42,13.42
43,42.31
44,24.13
45,59.96
46,31.13
47,14.51
48,15.45
49,13.88
50,38.38
51,23.65
52,37.39
53,9.55
54,47.49
55,21.68
56,35.5
57,11.83
58,23.09
59,17.81
