task,cost
0,13.94
1,24.69
2,33.86
3,25.07
4,34.9
5,41.01
6,38.25
7,26.49
8,36.22
9,40.93
10,55.48
11,27.28
12,51.71
13,35.87
14,43.53
15,33.59
16,36.99
17,14.95
18,28.18
19,21.47
20,18.96
21,30.79
22,28.66
23,28.38
24,35.22
25,12.19
26,31.59
27,27.79
28,13.65
29,16.32
30,26.44
31,28.7
32,44.41
33,43.72
34,22.04
35,30.76
36,16.39
37,20.57
38,37.34
39,36.18
40,36.89
41,41.35
42,37.41
43,22.53
44,42.63
45,30.72
46,18.78
47,27.54
48,24.51
49,34.07
50,37.79
51,47.81
52,33.8
53,54.98
54,33.28
55,24.14
56,17.1
57,55.68
58,10.14
59,23.98
60,27.3
61,31.93
62,51.46
63,12.31
64,13.16
65,29.57
66,9.7
67,20.05
68,27.13
69,28.78
70,29.72
71,12.12
72,24.47
73,14.18
74,13.28
75,37.84
76,19.94
77,12.79
78,48.64
79,10.08
80,18.04
81,10.48
82,20.78
83,10.33
84,34.47
85,45.38
86,10.44
87,11.93
88,33.35
89,29.03
90,16.35
91,32.4
92,28.34
93,24.41
94,7.73
95,42.56
96,30.92
97,47.36
98,22.43
99,34.55
