task,cost
0,17.93
1,59.63
2,39.79
3,13.02
4,33.04
5,39.09
6,40.31
7,17.76
8,16.08
9,31.32
10,42.26
11,36.61
12,25.97
13,19.3
14,42.12
15,31.95
16,28.42
17,20.28
18,40.25
19,49.07
20,49.61
21,21.48
22,14.17
23,54.48
24,24.41
25,22.55
26,23.93
27,34.72
28,45.18
29,13.89
30,41.93
31,39.54
32,19.0
33,19.87
34,41.69
35,20.1
36,34.21
37,31.97
38,51.78
39,16.51
40,27.52
41,41.89
42,24.5
43,46.09
44,24.89
45,52.0
46,40.5
47,24.93
48,31.41
49,16.46
50,28.71
51,20.32
52,36.66
53,22.78
54,33.32
55,49.07
56,43.27
57,17.82
58,41.42
59,41.19
60,11.1
61,30.44
62,48.32
63,42.56
64,25.44
65,47.15
66,48.96
67,33.49
68,39.26
69,14.52
70,14.1
71,16.4
72,35.01
73,31.64
74,48.93
75,30.78
76,9.58
77,45.17
78,45.71
79,41.65
