task,cost
0,46.09
1,50.53
2,56.36
3,9.38
4,49.23
5,36.17
6,41.97
7,26.81
8,26.38
9,14.29
10,39.98
11,25.36
12,42.77
13,24.65
14,27.61
15,39.21
16,51.4
17,23.99
18,14.32
19,25.73
20,38.01
21,23.25
22,42.9
23,28.72
24,12.1
25,12.38
26,19.52
27,47.72
28,31.85
29,53.97
30,44.09
31,48.93
32,54.22
33,16.06
34,33.24
35,32.14
36,40.13
37,31.98
38,18.26
39,48.82
40,39.36
41,43.27
42,9.25
43,15.49
44,41.36
45,39.36
46,40.76
47,39.34
48,31.94
49,48.15
50,53.55
51,22.37
52,26.24
53,20.17
54,16.67
55,39.28
56,24.39
57,15.93
58,48.58
59,12.09
