task,cost
0,35.15
1,31.6
2,29.91
3,40.81
4,13.56
5,24.67
6,13.98
7,29.9
8,44.82
9,32.46
10,8.55
11,51.01
12,25.72
13,22.65
14,43.96
15,14.4
16,15.29
17,45.14
18,26.52
19,39.48
20,30.43
21,31.13
22,26.59
23,25.36
24,39.4
25,29.51
26,19.61
27,45.67
28,47.57
29,12.48
30,50.82
31,32.75
32,18.46
33,44.72
34,53.15
35,23.74
36,34.32
37,37.15
38,16.21
39,31.64
40,44.22
41,34.95
42,38.59
43,41.61
44,15.95
45,41.97
46,19.49
47,34.73
48,49.01
49,20.3
50,37.49
51,39.0
52,31.65
53,36.37
54,45.25
55,40.48
56,28.77
57,25.51
58,30.22
59,17.77
