task,cost
0,33.17
1,60.5
2,20.39
3,15.48
4,21.61
5,53.92
6,12.2
7,35.31
8,24.95
9,14.87
10,13.36
11,13.16
12,32.62
13,33.53
14,40.24
15,24.94
16,10.74
17,20.9
18,24.37
19,36.4
20,22.75
21,22.3
22,39.39
23,29.82
24,29.04
25,17.17
26,23.17
27,35.01
28,9.18
29,32.1
30,40.29
31,13.21
32,18.1
33,13.39
34,11.73
35,28.84
36,46.33
37,48.19
38,38.84
39,16.39
40,21.22
41,21.03
42,9.18
43,30.43
44,14.12
45,26.42
46,13.98
47,16.25
48,17.35
49,28.3
50,38.26
51,55.87
52,53.08
53,39.81
54,34.28
55,19.33
56,36.29
57,50.99
58,16.93
59,29.8
60,32.65
61,21.21
62,36.08
63,26.76
64,27.99
65,30.95
66,13.89
67,25.75
68,21.31
69,48.52
