task,cost
0,10.76
1,18.7
2,20.7
3,12.29
4,10.66
5,13.29
6,9.98
7,52.83
8,33.62
9,53.27
10,33.56
11,19.73
12,29.96
13,48.36
14,15.28
15,42.08
16,56.31
17,46.12
18,22.31
19,16.31
20,42.73
21,30.13
22,28.21
23,24.49
24,22.85
25,51.41
26,28.64
27,12.32
28,32.53
29,11.92
30,10.74
31,34.38
32,9.05
33,8.47
34,24.79
35,30.24
36,18.56
37,8.87
38,20.66
39,30.52
40,38.55
41,28.28
42,14.31
43,36.3
44,47.42
45,29.87
46,47.29
47,7.85
48,9.37
49,21.72
50,10.21
51,15.99
52,34.72
53,34.61
54,56.44
55,31.0
56,21.09
57,56.33
58,26.03
59,28.83
60,38.55
61,7.91
62,12.51
63,44.31
64,27.5
65,43.15
66,36.14
67,28.88
68,18.57
69,11.41
