task,cost
0,54.42
1,52.34
2,48.3
3,38.72
4,12.03
5,33.23
6,15.8
7,25.09
8,28.33
9,40.31
10,20.12
11,26.1
12,28.25
13,30.83
14,11.38
15,16.56
16,34.85
17,25.95
18,21.11
19,24.52
20,33.34
21,42.43
22,12.92
23,12.86
24,16.08
25,15.17
26,36.51
27,46.63
28,32.8
29,19.29
30,10.02
31,46.12
32,22.97
33,13.83
34,24.21
35,30.14
36,39.54
37,44.69
38,34.04
39,47.71
40,17.74
41,35.86
42,23.79
43,34.22
44,37.88
45,24.77
46,37.17
47,50.68
48,14.11
49,49.03
50,51.37
51,16.85
52,34.81
53,22.99
54,35.48
55,21.72
56,40.7
57,32.78
58,39.67
59,57.36
60,16.55
61,48.14
62,31.72
63,35.7
64,51.53
65,15.77
66,40.72
67,29.83
68,19.96
69,42.87
70,23.67
71,37.03
72,57.12
73,38.65
74,49.22
75,37.69
76,31.71
77,31.35
78,52.64
79,15.06
80,21.36
81,18.78
82,49.16
83,21.06
84,20.89
85,41.28
86,49.79
87,20.46
88,8.45
89,50.85
90,20.8
91,17.5
92,15.12
93,29.74
94,33.89
95,59.93
96,18.32
97,7.73
98,35.44
99,38.6
