task,cost
0,45.46
1,11.19
2,45.85
3,38.17
4,35.25
5,35.04
6,53.35
7,39.29
8,24.06
9,44.15
10,41.6
11,44.42
12,14.04
13,20.13
14,37.83
15,19.8
16,27.46
17,55.13
18,9.9
19,31.24
20,11.84
21,44.43
22,42.44
23,22.23
24,26.69
25,14.99
26,19.88
27,47.36
28,36.56
29,21.51
30,47.59
31,46.39
32,16.52
33,21.63
34,30.78
35,54.7
36,18.75
37,22.76
38,16.84
39,43.76
40,34.09
41,48.16
42,50.63
43,40.38
44,27.65
45,42.66
46,11.34
47,28.55
48,12.1
49,24.84
50,49.47
51,57.39
52,7.61
53,39.02
54,15.37
55,41.81
56,36.43
57,29.6
58,47.56
59,12.21
