task,cost
0,43.08
1,39.26
2,14.35
3,23.22
4,29.34
5,28.61
6,41.72
7,26.8
8,10.67
9,41.03
10,40.27
11,30.99
12,12.01
13,32.52
14,47.58
15,42.92
16,58.9
17,49.01
18,28.36
19,46.15
20,21.56
21,13.89
22,37.78
23,27.2
24,27.63
25,36.2
26,58.43
27,31.77
28,35.17
29,28.16
30,18.24
31,34.24
32,42.02
33,24.71
34,44.71
35,58.9
36,31.9
37,22.23
38,19.15
39,14.12
40,17.21
41,11.96
42,34.26
43,18.99
44,29.19
45,36.16
46,47.55
47,50.81
48,35.96
49,42.34
50,21.92
51,27.28
52,12.75
53,18.98
54,14.72
55,28.21
56,46.03
57,19.12
58,34.53
59,25.28
60,43.19
61,51.87
62,31.34
63,39.93
64,40.4
65,19.53
66,28.74
67,37.03
68,12.03
69,37.73
70,15.47
71,18.46
72,27.55
73,47.64
74,48.76
75,33.67
76,34.24
77,18.31
78,17.93
79,21.3
80,25.08
81,19.1
82,26.05
83,20.89
84,13.9
85,34.53
86,45.19
87,18.89
88,12.08
89,36.76
