task,cost
0,27.97
1,17.56
2,36.46
3,23.69
4,16.45
5,29.31
6,36.61
7,38.67
8,26.57
9,51.28
10,31.52
11,44.18
12,29.71
13,55.35
14,16.86
15,31.31
16,41.8
17,16.2
18,45.2
19,28.71
20,28.08
21,55.08
22,23.67
23,10.62
24,40.56
25,11.86
26,43.9
27,37.39
28,37.14
29,9.53
30,35.48
31,43.93
32,27.98
33,20.09
34,55.64
35,32.77
36,21.62
37,31.14
38,12.46
39,22.38
40,19.95
41,41.59
42,30.6
43,33.27
44,43.32
45,35.44
46,29.12
47,39.35
48,46.07
49,13.31
50,16.63
51,30.66
52,17.6
53,33.93
54,50.45
55,38.83
56,12.96
57,37.18
58,31.26
59,15.63
60,11.76
61,16.11
62,39.98
63,42.64
64,16.05
65,29.8
66,32.22
67,38.08
68,22.8
69,47.84
70,40.63
71,10.32
72,35.87
73,15.65
74,29.39
75,48.86
76,45.8
77,20.21
78,27.69
79,36.86
