task,cost
0,38.33
1,24.5
2,17.64
3,10.45
4,13.84
5,29.45
6,44.22
7,27.55
8,34.89
9,61.9
10,24.15
11,17.76
12,13.16
13,42.87
14,31.61
15,33.17
16,37.36
17,19.53
18,13.34
19,31.24
20,13.93
21,48.24
22,53.82
23,24.69
24,17.68
25,33.83
26,30.82
27,37.9
28,32.57
29,19.7
30,29.83
31,20.61
32,17.63
33,16.13
34,40.41
35,37.63
36,33.91
37,20.49
38,40.73
39,17.96
40,50.27
41,47.52
42,40.73
43,46.63
44,47.47
45,33.25
46,40.8
47,22.26
48,38.23
49,28.64
50,34.08
51,19.63
52,45.21
53,19.13
54,12.65
55,29.76
56,49.76
57,11.91
58,28.77
59,13.57
60,12.63
61,16.37
62,14.39
63,48.0
64,26.94
65,36.29
66,39.68
67,25.39
68,19.8
69,55.88
70,28.85
71,13.72
72,8.42
73,31.52
74,27.7
75,15.01
76,39.5
77,26.39
78,23.02
79,28.53
80,30.81
81,25.65
82,18.53
83,37.42
84,8.64
85,16.24
86,29.08
87,11.4
88,29.57
89,21.77
90,19.73
91,28.53
92,30.68
93,8.92
94,16.84
95,25.21
96,12.1
97,42.54
98,20.43
99,14.63
