task,cost
0,38.07
1,24.22
2,39.72
3,36.83
4,10.28
5,18.58
6,24.86
7,38.53
8,15.61
9,27.4
10,16.64
11,28.67
12,35.08
13,13.95
14,40.78
15,44.28
16,30.3
17,19.45
18,20.36
19,15.9
20,43.04
21,54.31
22,24.41
23,15.24
24,38.06
25,36.13
26,35.87
27,46.37
28,11.3
29,18.75
30,10.1
31,13.18
32,35.51
33,10.85
34,39.1
35,27.22
36,45.76
37,45.22
38,34.78
39,9.29
40,22.17
41,33.64
42,14.1
43,46.76
44,36.24
45,51.87
46,38.1
47,47.04
48,44.21
49,41.27
50,41.45
51,38.41
52,34.93
53,41.83
54,12.5
55,41.6
56,27.07
57,26.2
58,30.43
59,14.44
