task,cost
0,34.84
1,11.56
2,43.13
3,19.28
4,24.53
5,31.65
6,36.01
7,38.66
8,36.72
9,36.87
10,12.35
11,34.69
12,37.09
13,19.54
14,32.89
15,14.77
16,33.6
17,36.27
18,8.62
19,12.52
20,21.88
21,36.92
22,34.17
23,27.76
24,17.2
25,29.02
26,38.35
27,10.21
28,39.06
29,29.93
30,14.03
31,33.1
32,10.21
33,20.43
34,21.03
35,51.83
36,37.37
37,42.54
38,49.49
39,15.17
40,39.31
41,14.61
42,42.59
43,37.64
44,10.87
45,18.39
46,27.34
47,12.04
48,24.17
49,19.01
50,30.8
51,20.58
52,21.65
53,27.58
54,16.81
55,30.25
56,51.33
57,36.92
58,19.09
59,31.09
60,20.46
61,12.54
62,26.19
63,51.12
64,36.15
65,22.89
66,31.12
67,9.17
68,23.99
69,8.45
70,50.48
71,31.89
72,36.72
73,28.74
74,13.4
75,56.8
76,34.05
77,33.19
78,45.34
79,16.94
80,53.25
81,28.43
82,26.75
83,20.24
84,13.14
85,25.42
86,12.74
87,15.1
88,22.61
89,43.58
