src,dst,comm
0,46,4
1,72,10
1,37,3
1,4,4
1,65,5
2,23,8
2,5,3
2,59,8
3,45,7
4,54,8
4,10,5
4,63,5
4,81,4
5,47,8
5,76,5
5,42,10
5,55,3
6,77,9
7,65,5
8,88,1
8,65,2
8,64,1
9,54,7
9,36,7
9,71,10
10,28,4
11,47,6
12,72,5
12,15,4
12,59,2
12,80,1
13,58,9
13,84,1
13,19,1
13,75,4
14,37,6
14,87,2
14,49,10
15,47,9
15,66,5
15,60,4
16,23,2
17,76,8
18,20,5
18,68,2
18,86,7
19,70,5
19,83,7
19,27,1
19,33,5
20,58,7
20,80,10
20,36,3
20,84,5
21,88,3
21,67,3
21,59,8
22,58,8
23,48,7
24,55,10
24,69,9
25,61,7
25,40,1
25,41,8
25,45,8
26,35,6
27,29,1
27,37,2
27,59,1
27,70,8
28,65,1
29,56,10
29,38,4
29,32,5
30,74,3
30,62,2
30,47,5
30,68,4
31,55,9
31,47,3
31,60,4
32,39,2
33,67,1
33,89,10
33,88,6
33,52,2
34,51,2
35,37,7
36,49,3
36,65,9
36,75,2
37,43,8
37,54,10
38,80,8
38,63,9
38,64,6
38,52,1
39,88,8
39,76,2
39,70,5
40,74,7
41,59,6
41,66,1
41,62,4
42,64,3
42,56,5
42,59,9
43,44,2
43,81,4
43,73,3
43,51,2
44,83,10
44,65,5
45,49,1
45,61,9
46,73,6
47,53,4
47,59,6
48,57,7
48,87,2
48,63,7
48,81,9
49,53,10
49,74,7
49,55,4
49,76,7
50,63,4
50,77,6
51,87,3
51,65,6
52,58,10
52,55,3
52,83,6
52,79,7
53,74,2
53,72,8
53,59,8
54,71,6
54,84,8
55,66,10
55,71,8
55,79,6
55,89,8
56,85,3
56,59,5
57,89,2
58,88,7
58,64,9
59,61,2
59,73,4
59,72,6
60,73,5
60,85,6
60,83,1
60,70,7
61,81,4
61,75,8
62,76,2
62,85,2
63,65,8
64,89,8
65,87,8
65,78,6
65,74,2
65,71,10
66,76,9
66,87,7
66,75,2
67,79,8
67,73,5
67,71,8
67,88,2
68,77,10
68,82,3
68,75,4
69,73,7
69,82,3
70,71,1
70,86,6
70,88,10
71,74,4
71,85,8
72,85,1
72,82,10
73,78,10
74,82,4
74,87,2
74,81,7
75,76,7
75,84,2
75,81,2
76,77,7
77,81,4
78,81,8
78,86,6
78,87,6
79,84,9
80,81,1
80,88,8
80,84,4
81,85,5
81,87,6
81,82,3
82,86,1
83,89,1
84,89,3
84,88,8
84,87,8
85,87,2
85,89,10
86,89,10
86,87,4
86,88,7
87,88,1
87,89,2
88,89,3
