task,cost
0,55.43
1,32.72
2,32.71
3,30.16
4,53.7
5,43.74
6,35.11
7,15.2
8,27.56
9,41.1
10,34.27
11,41.03
12,24.9
13,29.57
14,15.69
15,21.62
16,24.55
17,32.78
18,30.41
19,31.08
20,24.75
21,43.64
22,30.63
23,25.83
24,23.43
25,20.72
26,34.49
27,34.5
28,17.56
29,44.83
30,8.86
31,12.81
32,33.13
33,51.03
34,38.73
35,14.23
36,29.84
37,28.2
38,19.65
39,50.64
40,18.6
41,35.62
42,29.17
43,37.79
44,10.97
45,20.37
46,30.77
47,50.45
48,24.35
49,19.97
50,20.73
51,37.43
52,49.74
53,11.39
54,36.91
55,13.09
56,13.12
57,24.89
58,46.2
59,50.0
