task,cost
0,31.11
1,22.34
2,20.03
3,19.15
4,38.88
5,33.26
6,12.83
7,44.1
8,10.52
9,9.55
10,11.94
11,36.26
12,54.97
13,16.95
14,25.97
15,17.43
16,45.44
17,30.25
18,39.9
19,45.09
20,39.36
21,32.0
22,53.68
23,56.0
24,21.87
25,35.19
26,12.05
27,18.66
28,49.64
29,29.6
30,22.33
31,37.2
32,38.91
33,23.17
34,13.96
35,22.15
36,31.95
37,9.67
38,41.46
39,36.35
40,17.4
41,18.56
42,12.45
43,46.48
44,37.85
45,13.04
46,11.86
47,20.42
48,30.8
49,17.01
50,39.89
51,31.47
52,39.39
53,28.75
54,52.72
55,30.21
56,24.36
57,19.07
58,25.02
59,32.65
