task,cost
0,34.59
1,19.74
2,54.91
3,25.76
4,12.71
5,38.94
6,18.5
7,18.19
8,38.32
9,39.06
10,42.6
11,48.98
12,12.73
13,21.99
14,34.11
15,34.64
16,39.42
17,43.74
18,33.78
19,50.22
20,38.94
21,7.76
22,40.13
23,50.65
24,30.9
25,53.63
26,46.45
27,19.32
28,11.8
29,21.51
30,12.02
31,44.64
32,21.31
33,30.57
34,13.83
35,48.42
36,34.33
37,18.2
38,45.28
39,15.29
40,30.34
41,20.92
42,24.87
43,47.11
44,20.64
45,45.65
46,29.37
47,51.5
48,44.91
49,35.03
50,11.93
51,19.67
52,10.2
53,38.84
54,47.03
55,17.98
56,34.78
57,37.59
58,40.22
59,42.26
60,51.88
61,23.99
62,51.22
63,10.19
64,38.29
65,34.33
66,25.21
67,51.37
68,35.43
69,10.51
70,27.55
71,41.33
72,36.71
73,40.01
74,28.03
75,40.34
76,62.06
77,19.6
78,37.96
79,28.66
80,35.82
81,46.23
82,18.05
83,9.85
84,40.63
85,35.24
86,23.77
87,17.93
88,59.87
89,49.78
