task,cost
0,48.56
1,44.26
2,14.01
3,20.99
4,18.03
5,33.05
6,10.2
7,39.14
8,26.27
9,27.68
10,10.79
11,33.83
12,20.3
13,39.69
14,28.69
15,41.56
16,48.01
17,12.84
18,43.56
19,34.56
20,40.57
21,33.26
22,11.05
23,29.56
24,50.45
25,37.59
26,28.91
27,29.03
28,13.58
29,48.5
30,26.05
31,29.5
32,29.35
33,20.5
34,46.27
35,48.73
36,19.9
37,18.11
38,45.39
39,14.13
40,37.82
41,23.78
42,37.06
43,19.19
44,29.66
45,19.54
46,12.52
47,11.73
48,26.37
49,50.71
50,44.79
51,31.58
52,26.79
53,18.71
54,42.83
55,45.4
56,34.41
57,53.01
58,26.41
59,35.25
60,35.68
61,51.51
62,38.96
63,52.75
64,29.74
65,17.34
66,52.94
67,27.3
68,36.53
69,37.89
70,30.7
71,29.55
72,10.67
73,35.58
74,22.88
75,49.68
76,31.33
77,15.89
78,38.85
79,40.43
