src,dst,comm
0,62,2
1,64,10
1,25,3
2,71,8
2,69,6
3,74,5
3,62,4
3,44,6
3,66,9
4,34,4
4,37,9
5,35,4
5,18,7
6,64,2
6,74,9
7,60,6
7,13,7
8,74,2
8,77,7
9,20,10
9,26,9
10,83,8
10,87,6
11,56,5
11,37,8
11,76,8
12,19,1
13,38,9
13,16,2
14,59,1
15,61,1
15,36,9
15,77,6
15,25,10
16,65,8
17,36,4
17,68,4
18,30,7
18,62,7
18,85,1
19,27,7
19,76,4
20,28,3
21,23,10
21,78,1
21,81,7
21,86,8
22,55,7
23,89,9
23,81,7
23,62,7
23,58,3
24,62,9
24,44,8
24,27,4
24,66,10
25,48,2
25,34,10
25,77,6
26,53,2
26,54,6
26,46,2
26,71,4
27,67,10
27,61,6
27,58,7
28,29,1
28,39,8
29,40,8
30,84,8
30,42,5
30,44,1
30,46,3
31,89,8
32,62,6
32,48,6
32,82,7
32,60,2
33,82,9
33,85,2
33,48,1
33,70,7
34,53,4
34,48,9
35,61,4
35,82,9
35,51,3
36,61,10
36,84,10
36,89,1
37,46,3
37,61,10
37,84,7
37,81,5
38,66,4
38,89,4
38,62,3
38,73,10
39,59,8
39,55,4
39,85,3
40,78,3
40,73,7
40,67,2
40,89,6
41,73,6
41,81,3
41,87,8
41,46,9
42,81,2
42,43,5
43,65,9
43,85,7
43,77,9
44,69,3
44,87,6
45,86,2
45,88,5
46,53,8
46,50,6
46,74,2
46,81,8
47,59,8
48,84,5
48,51,3
49,75,10
49,71,9
50,53,1
50,54,4
50,71,2
50,64,5
51,65,5
51,86,1
52,87,1
52,59,1
52,65,9
53,71,9
54,75,6
55,57,9
55,60,4
55,81,2
56,84,9
56,65,4
57,86,9
57,74,4
57,82,1
58,70,9
59,73,9
59,62,6
59,70,5
59,85,9
60,62,9
60,86,1
60,61,8
60,69,3
61,67,2
61,80,10
62,80,3
62,67,4
63,80,1
63,65,9
63,84,6
64,81,1
64,89,3
64,79,3
65,88,8
65,74,2
66,86,9
66,83,10
67,83,2
67,72,4
68,84,6
69,84,10
70,87,9
70,83,4
71,89,7
72,83,3
73,87,3
74,89,3
75,80,5
76,78,2
76,82,8
76,83,2
77,86,5
78,82,8
78,87,9
79,87,10
80,87,6
80,86,2
80,89,8
81,83,3
82,88,5
82,89,7
82,86,6
82,85,6
83,88,9
83,84,2
84,89,10
84,85,7
85,88,2
85,87,10
85,89,1
86,88,10
86,87,5
87,89,5
87,88,3
88,89,6
