task,cost
0,20.66
1,12.87
2,8.48
3,16.53
4,33.09
5,26.93
6,45.14
7,28.2
8,16.46
9,32.32
10,27.23
11,46.59
12,46.71
13,24.27
14,47.44
15,32.99
16,8.3
17,46.73
18,40.54
19,48.24
20,37.21
21,43.31
22,26.48
23,37.57
24,30.89
25,9.82
26,31.41
27,24.73
28,55.3
29,30.03
30,36.52
31,9.93
32,22.06
33,11.48
34,40.52
35,48.91
36,50.59
37,51.68
38,53.18
39,11.5
40,22.72
41,17.4
42,50.54
43,30.38
44,15.41
45,18.89
46,35.93
47,23.94
48,39.82
49,19.79
50,16.96
51,43.17
52,20.56
53,25.07
54,44.12
55,28.97
56,37.85
57,30.46
58,43.07
59,39.22
