task,cost
0,32.17
1,31.56
2,38.57
3,51.83
4,12.46
5,24.31
6,17.46
7,45.99
8,29.1
9,51.01
10,47.29
11,43.23
12,14.31
13,26.59
14,19.34
15,36.88
16,28.34
17,10.45
18,11.8
19,28.55
20,21.9
21,41.32
22,18.35
23,55.11
24,51.63
25,23.75
26,37.76
27,32.05
28,16.61
29,31.15
30,52.14
31,18.19
32,30.39
33,19.39
34,29.16
35,9.98
36,51.11
37,33.6
38,18.95
39,39.37
40,49.28
41,26.22
42,11.24
43,21.45
44,21.48
45,37.11
46,43.2
47,18.47
48,15.54
49,20.89
50,26.49
51,41.53
52,19.2
53,26.15
54,29.09
55,9.32
56,20.53
57,14.18
58,18.52
59,13.44
60,29.45
61,16.04
62,16.78
63,47.9
64,35.85
65,29.66
66,45.8
67,17.85
68,40.68
69,47.14
