task,cost
0,51.49
1,40.33
2,25.11
3,50.26
4,29.67
5,11.64
6,59.17
7,43.24
8,23.69
9,39.57
10,42.92
11,9.82
12,11.97
13,31.93
14,24.5
15,57.04
16,11.6
17,50.54
18,33.64
19,28.33
20,17.8
21,52.45
22,44.18
23,23.37
24,39.57
25,39.51
26,28.4
27,15.5
28,22.02
29,30.43
30,36.94
31,37.68
32,16.91
33,55.86
34,26.31
35,21.1
36,29.96
37,11.26
38,53.64
39,55.29
40,56.49
41,13.42
42,13.33
43,39.93
44,9.29
45,24.54
46,18.7
47,36.3
48,44.8
49,11.01
50,30.46
51,21.64
52,36.82
53,19.94
54,25.87
55,25.38
56,26.17
57,51.34
58,31.03
59,18.72
60,38.91
61,30.56
62,20.74
63,26.33
64,54.47
65,24.26
66,34.01
67,34.18
68,29.48
69,14.96
70,26.25
71,35.41
72,46.69
73,36.18
74,49.62
75,32.72
76,43.63
77,59.66
78,15.57
79,44.68
80,30.31
81,35.29
82,37.59
83,48.48
84,19.07
85,44.85
86,16.45
87,12.5
88,14.32
89,26.13
