task,cost
0,11.58
1,15.69
2,33.01
3,19.55
4,19.12
5,41.82
6,8.05
7,55.85
8,36.39
9,28.33
10,41.56
11,22.85
12,30.67
13,19.48
14,12.45
15,40.65
16,12.07
17,44.44
18,28.06
19,32.39
20,46.31
21,18.9
22,14.72
23,27.75
24,22.98
25,26.07
26,41.02
27,38.63
28,45.54
29,32.49
30,18.31
31,17.02
32,19.79
33,10.09
34,15.02
35,38.22
36,16.08
37,46.34
38,48.15
39,38.67
40,19.35
41,13.16
42,19.35
43,45.67
44,30.79
45,42.96
46,33.07
47,39.11
48,51.04
49,38.74
50,53.03
51,11.06
52,53.77
53,39.23
54,44.42
55,38.05
56,12.31
57,15.81
58,34.42
59,23.05
60,22.45
61,20.5
62,18.69
63,33.89
64,23.47
65,38.83
66,36.87
67,39.55
68,31.53
69,15.21
70,19.78
71,39.44
72,41.72
73,25.05
74,38.41
75,35.53
76,10.71
77,38.75
78,44.25
79,35.36
80,22.48
81,12.39
82,29.0
83,52.36
84,27.09
85,14.3
86,30.8
87,37.57
88,19.64
89,49.22
