task,cost
0,46.76
1,30.85
2,11.51
3,17.94
4,24.59
5,19.67
6,12.76
7,27.74
8,43.53
9,34.18
10,39.11
11,20.32
12,10.48
13,24.66
14,32.13
15,15.73
16,10.59
17,37.73
18,22.69
19,10.29
20,51.22
21,46.89
22,12.08
23,24.71
24,10.6
25,25.43
26,45.2
27,43.37
28,44.45
29,36.4
30,17.54
31,29.95
32,38.76
33,28.27
34,39.89
35,32.29
36,33.17
37,15.31
38,19.42
39,27.18
40,46.0
41,13.53
42,51.85
43,39.69
44,36.11
45,44.82
46,45.8
47,30.35
48,42.05
49,19.64
50,18.39
51,39.48
52,59.35
53,38.86
54,22.2
55,14.46
56,54.56
57,30.36
58,29.49
59,21.82
