task,cost
0,48.38
1,46.51
2,19.66
3,38.16
4,34.41
5,50.19
6,23.87
7,39.59
8,28.9
9,30.62
10,29.24
11,18.51
12,36.24
13,20.73
14,47.74
15,41.54
16,20.64
17,18.19
18,40.93
19,31.24
20,14.68
21,38.5
22,33.38
23,29.33
24,52.18
25,31.4
26,43.66
27,43.74
28,42.79
29,16.23
30,25.66
31,16.64
32,13.51
33,22.92
34,28.04
35,21.44
36,15.83
37,13.61
38,22.36
39,36.58
40,24.8
41,15.27
42,61.65
43,40.18
44,39.65
45,30.05
46,17.51
47,24.78
48,15.28
49,32.03
50,54.4
51,47.11
52,50.83
53,19.97
54,54.51
55,21.46
56,43.95
57,17.93
58,24.62
59,17.72
