task,cost
0,51.39
1,54.4
2,17.14
3,35.39
4,25.43
5,16.08
6,13.38
7,58.65
8,21.37
9,15.4
10,44.36
11,28.31
12,38.42
13,45.13
14,26.01
15,32.47
16,41.31
17,34.75
18,25.59
19,17.15
20,48.02
21,46.84
22,17.66
23,14.84
24,16.9
25,29.83
26,8.7
27,44.57
28,23.38
29,22.27
30,41.27
31,46.43
32,23.19
33,25.17
34,19.2
35,30.65
36,19.98
37,31.63
38,56.15
39,26.13
40,48.51
41,32.92
42,22.95
43,11.85
44,30.31
45,25.45
46,16.4
47,27.25
48,41.8
49,13.1
50,12.19
51,50.49
52,21.81
53,25.85
54,16.83
55,17.67
56,29.38
57,32.6
58,34.82
59,20.95
60,19.93
61,45.78
62,18.07
63,57.66
64,45.47
65,9.31
66,18.8
67,14.74
68,14.61
69,44.47
